Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"Black, non-Hispanic",Visit count,622000,149000,329000,915000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",15.2,3.5,8.3,22,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,Hispanic,Visit count,1190000,283000,635000,1745000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",18.9,4.4,10.3,27.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"Other, non-Hispanic",Visit count,149000,34000,83000,215000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",4.8,1,2.7,6.8,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"White, non-Hispanic",Visit count,3317000,735000,1877000,4758000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",17.1,3.6,10.1,24.2,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By sex,Female,Visit count,4014000,712000,2618000,5411000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By sex,Female,"Visit rate (per 1,000 people)",24.1,4.3,15.7,32.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By sex,Male,Visit count,1735000,334000,1079000,2390000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Anxiety-related disorders,By sex,Male,"Visit rate (per 1,000 people)",10.7,2.1,6.7,14.7,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,Total,All visits,Visit count,4980000,901000,3213000,6746000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,Total,All visits,"Visit rate (per 1,000 people)",15.2,2.7,9.8,20.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,0-17 years old,Visit count,401000,102000,200000,602000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,0-17 years old,"Visit rate (per 1,000 people)",5.5,1.4,2.8,8.3,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,18-44 years old,Visit count,2343000,435000,1491000,3196000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,18-44 years old,"Visit rate (per 1,000 people)",19.9,3.7,12.6,27.1,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,45-64 years old,Visit count,1648000,283000,1093000,2204000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,45-64 years old,"Visit rate (per 1,000 people)",20.1,3.5,13.4,26.9,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,65+ years old,Visit count,587000,115000,361000,813000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By age,65+ years old,"Visit rate (per 1,000 people)",10.4,2,6.4,14.4,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"Black, non-Hispanic",Visit count,630000,161000,314000,946000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",15.4,3.8,8,22.8,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,Hispanic,Visit count,1034000,277000,492000,1576000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",16.4,4.3,8,24.8,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"Other, non-Hispanic",Visit count,127000,31000,67000,187000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",4.1,1,2.2,6,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"White, non-Hispanic",Visit count,2823000,633000,1582000,4063000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",14.6,3.1,8.5,20.7,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By sex,Female,Visit count,3491000,628000,2261000,4722000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By sex,Female,"Visit rate (per 1,000 people)",21,3.8,13.6,28.4,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By sex,Male,Visit count,1487000,288000,923000,2051000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Mood disorders,By sex,Male,"Visit rate (per 1,000 people)",9.2,1.8,5.7,12.7,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,Total,All visits,Visit count,3142000,580000,2007000,4278000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,Total,All visits,"Visit rate (per 1,000 people)",9.6,1.8,6.1,13,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,0-17 years old,Visit count,29000,8000,13000,44000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,0-17 years old,"Visit rate (per 1,000 people)",0.4,0.1,0.2,0.6,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,18-44 years old,Visit count,1477000,300000,889000,2065000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,18-44 years old,"Visit rate (per 1,000 people)",12.5,2.5,7.5,17.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,45-64 years old,Visit count,1279000,225000,838000,1720000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,45-64 years old,"Visit rate (per 1,000 people)",15.6,2.8,10.2,21,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,65+ years old,Visit count,358000,62000,236000,479000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By age,65+ years old,"Visit rate (per 1,000 people)",6.3,1.1,4.2,8.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"Black, non-Hispanic",Visit count,478000,128000,226000,729000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",11.7,3,5.8,17.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,Hispanic,Visit count,429000,107000,219000,638000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",6.8,1.6,3.6,10,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"White, non-Hispanic",Visit count,1851000,406000,1056000,2647000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",9.6,1.9,5.8,13.4,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By sex,Female,Visit count,1556000,290000,987000,2125000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By sex,Female,"Visit rate (per 1,000 people)",9.3,1.7,5.9,12.8,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By sex,Male,Visit count,1586000,303000,992000,2179000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Psychoactive substance use disorders,By sex,Male,"Visit rate (per 1,000 people)",9.8,1.9,6.1,13.4,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,Total,All visits,Visit count,3312000,635000,2068000,4557000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,Total,All visits,"Visit rate (per 1,000 people)",10.1,1.9,6.3,13.9,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,0-17 years old,Visit count,943000,191000,568000,1317000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,0-17 years old,"Visit rate (per 1,000 people)",13,2.6,7.9,18.2,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,18-44 years old,Visit count,1382000,277000,838000,1926000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,18-44 years old,"Visit rate (per 1,000 people)",11.7,2.4,7.1,16.3,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,45-64 years old,Visit count,721000,166000,395000,1047000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,45-64 years old,"Visit rate (per 1,000 people)",8.8,2,4.8,12.8,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,65+ years old,Visit count,266000,58000,153000,380000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By age,65+ years old,"Visit rate (per 1,000 people)",4.7,1,2.7,6.7,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"Black, non-Hispanic",Visit count,538000,157000,229000,847000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",13.1,3.7,5.9,20.4,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,Hispanic,Visit count,563000,124000,320000,806000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",8.9,1.9,5.2,12.7,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"Other, non-Hispanic",Visit count,114000,37000,41000,186000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",3.7,1.2,1.4,6,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"White, non-Hispanic",Visit count,1819000,430000,975000,2662000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",9.4,2.1,5.3,13.5,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By sex,Female,Visit count,1686000,323000,1052000,2319000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By sex,Female,"Visit rate (per 1,000 people)",10.1,1.9,6.3,13.9,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By sex,Male,Visit count,1625000,318000,1003000,2248000,Yes
Jan.-Jun. 2023,Mental Health Indicator,Other mental disorders,By sex,Male,"Visit rate (per 1,000 people)",10,2,6.2,13.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,Total,All visits,Visit count,74000,16000,44000,105000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,Total,All visits,"Visit rate (per 1,000 people)",0.2,0,0.1,0.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,0-17 years old,Visit count,42000,10000,23000,61000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,0-17 years old,"Visit rate (per 1,000 people)",0.6,0.1,0.3,0.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,18-44 years old,Visit count,17000,4000,10000,25000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,18-44 years old,"Visit rate (per 1,000 people)",0.1,0,0.1,0.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,45-64 years old,Visit count,10000,2000,6000,14000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,45-64 years old,"Visit rate (per 1,000 people)",0.1,0,0.1,0.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,65+ years old,Visit count,5000,1000,2000,7000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By age,65+ years old,"Visit rate (per 1,000 people)",0.1,0,0,0.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"Black, non-Hispanic",Visit count,10000,3000,4000,17000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",0.3,0.1,0.1,0.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,Hispanic,Visit count,32000,9000,13000,50000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",0.5,0.1,0.2,0.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"White, non-Hispanic",Visit count,22000,5000,11000,32000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.1,0,0.1,0.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By sex,Female,Visit count,41000,9000,24000,58000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By sex,Female,"Visit rate (per 1,000 people)",0.2,0.1,0.1,0.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By sex,Male,Visit count,33000,7000,19000,47000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Influenza,By sex,Male,"Visit rate (per 1,000 people)",0.2,0,0.1,0.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,Total,All visits,Visit count,111000,25000,61000,160000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,Total,All visits,"Visit rate (per 1,000 people)",0.3,0.1,0.2,0.5,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,0-17 years old,Visit count,25000,7000,11000,38000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,0-17 years old,"Visit rate (per 1,000 people)",0.3,0.1,0.2,0.5,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,18-44 years old,Visit count,19000,5000,10000,28000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,18-44 years old,"Visit rate (per 1,000 people)",0.2,0,0.1,0.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,45-64 years old,Visit count,35000,8000,20000,50000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,45-64 years old,"Visit rate (per 1,000 people)",0.4,0.1,0.2,0.6,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,65+ years old,Visit count,32000,8000,16000,49000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By age,65+ years old,"Visit rate (per 1,000 people)",0.6,0.1,0.3,0.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"Black, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,Hispanic,Visit count,30000,8000,14000,46000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",0.5,0.1,0.2,0.7,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"White, non-Hispanic",Visit count,49000,13000,23000,75000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.3,0.1,0.1,0.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By sex,Female,Visit count,65000,15000,35000,95000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By sex,Female,"Visit rate (per 1,000 people)",0.4,0.1,0.2,0.6,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By sex,Male,Visit count,46000,10000,26000,66000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Pneumonia,By sex,Male,"Visit rate (per 1,000 people)",0.3,0.1,0.2,0.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,Total,All visits,Visit count,3920000,667000,2614000,5227000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,Total,All visits,"Visit rate (per 1,000 people)",11.9,2,8,15.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,0-17 years old,Visit count,1392000,242000,918000,1867000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,0-17 years old,"Visit rate (per 1,000 people)",19.2,3.3,12.7,25.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,18-44 years old,Visit count,1097000,204000,697000,1496000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,18-44 years old,"Visit rate (per 1,000 people)",9.3,1.7,5.9,12.7,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,45-64 years old,Visit count,946000,178000,596000,1295000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,45-64 years old,"Visit rate (per 1,000 people)",11.6,2.2,7.3,15.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,65+ years old,Visit count,486000,113000,264000,708000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By age,65+ years old,"Visit rate (per 1,000 people)",8.6,2,4.7,12.5,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"Black, non-Hispanic",Visit count,686000,228000,239000,1133000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",16.8,5.5,6,27.6,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,Hispanic,Visit count,1257000,301000,666000,1848000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",19.9,4.7,10.8,29.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"White, non-Hispanic",Visit count,1519000,332000,869000,2169000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",7.8,1.7,4.6,11.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By sex,Female,Visit count,2461000,439000,1600000,3322000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By sex,Female,"Visit rate (per 1,000 people)",14.8,2.6,9.6,19.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By sex,Male,Visit count,1459000,235000,999000,1920000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Upper respiratory infections,By sex,Male,"Visit rate (per 1,000 people)",9,1.5,6.2,11.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,Total,All visits,Visit count,2456000,445000,1584000,3328000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,Total,All visits,"Visit rate (per 1,000 people)",7.5,1.4,4.8,10.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,0-17 years old,Visit count,404000,75000,257000,551000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,0-17 years old,"Visit rate (per 1,000 people)",5.6,1,3.6,7.6,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,18-44 years old,Visit count,659000,139000,385000,932000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,18-44 years old,"Visit rate (per 1,000 people)",5.6,1.2,3.3,7.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,45-64 years old,Visit count,830000,149000,538000,1121000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,45-64 years old,"Visit rate (per 1,000 people)",10.1,1.8,6.6,13.7,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,65+ years old,Visit count,563000,114000,339000,787000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By age,65+ years old,"Visit rate (per 1,000 people)",10,2,6,14,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"Black, non-Hispanic",Visit count,472000,133000,212000,733000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",11.5,3.2,5.3,17.8,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,Hispanic,Visit count,571000,160000,257000,885000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9.1,2.5,4.2,13.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"Other, non-Hispanic",Visit count,86000,32000,24000,148000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",2.8,1,0.8,4.7,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"White, non-Hispanic",Visit count,1151000,247000,667000,1634000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",5.9,1.2,3.5,8.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By sex,Female,Visit count,1562000,297000,980000,2143000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By sex,Female,"Visit rate (per 1,000 people)",9.4,1.8,5.9,12.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By sex,Male,Visit count,894000,152000,595000,1192000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Lower respiratory infections,By sex,Male,"Visit rate (per 1,000 people)",5.5,0.9,3.7,7.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,Total,All visits,Visit count,350000,85000,183000,518000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,Total,All visits,"Visit rate (per 1,000 people)",1.1,0.3,0.6,1.6,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,0-17 years old,Visit count,52000,12000,28000,76000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,0-17 years old,"Visit rate (per 1,000 people)",0.7,0.2,0.4,1.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,18-44 years old,Visit count,111000,30000,52000,170000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,18-44 years old,"Visit rate (per 1,000 people)",0.9,0.3,0.4,1.4,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,45-64 years old,Visit count,123000,32000,60000,185000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,45-64 years old,"Visit rate (per 1,000 people)",1.5,0.4,0.7,2.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,65+ years old,Visit count,65000,15000,35000,94000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By age,65+ years old,"Visit rate (per 1,000 people)",1.1,0.3,0.6,1.7,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"Black, non-Hispanic",Visit count,49000,15000,20000,79000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",1.2,0.4,0.5,1.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,Hispanic,Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"White, non-Hispanic",Visit count,145000,41000,65000,225000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.7,0.2,0.3,1.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By sex,Female,Visit count,234000,57000,122000,347000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By sex,Female,"Visit rate (per 1,000 people)",1.4,0.3,0.7,2.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By sex,Male,Visit count,116000,28000,60000,171000,Yes
